沙门氏菌病	食物中毒
词的倒数第三个音节	音节
无水酒精	酒精
不统一	纠纷
血容量过多	血液病
跨栏用栏	障碍
黄栀子	灌木
幸运	运气
血管紧张素Ⅰ	高血压素
阿拉瓦克语	印第安语
毛虫	幼虫
三趾鸥	鸥
三分之一	分数
美洲凌霄	紫葳科
检索	计算机操作
林羚	套羚
榨出	挤压
摇摆症	动物病
冻疮	负伤
满月	月相
贵族	首领
国会	立法机关
颜料	物资
租赁的空船	船舶
靴子	鞋
耐火石	燧石
鞭炮	花炮
赛宾	赛宾
钓鱼者	鱼夫
离心机	设备
细胞毒素	毒素
双人床	床
放古董的架子	稀有物
亚硝酸	酸类
茜草属	海盘车单子叶植物属
全心炎	心脏炎
齿	骨骼
湖上桩屋	住所
石蚕属植物	矮灌木
香橼树	柑橘属果树
黄蓝色盲	二色视
拉丁式十字架	十字架
大西洋海鹦	角嘴海雀
不育症	不育
阳起石	闪石
非洲象	象
加拿大美元	块
布大卡因	局部麻醉剂
褐黄牛肝菌	牛肝菌
后桅的纵帆	船桅
呼啦圈	玩具
纪念巨碑	巨石建筑物
吸收系数	系数
减震器	阻尼器
软叶丝兰	灌木
妇女宽衬衣	衬衫
周年纪念	周年纪念日
针眼	开口或小孔
欢乐时光	点钟
添加物	目标
紧迫情况	困境
齿轨铁路	铁道
纯粹	状态
甲第	房屋
烦恼	热望
包皮炎	炎症
膳宿包定制	旅馆订菜单
增节变态	进化
现代人	智人
落锤	装置
美洲丘鹬	鸟鹬
鲍鱼	腹足纲软体动物
地租	租金
黑朦	视觉障碍
黄矮病	植物病
手枪用的皮套	腰带
完全自由	自由
多毛纲	环节动物
角膜银行	储备金
印象	模样
空隙	空间
症	疾病
乡间宿营区	房屋
鸟嘌呤	嘌呤
脑膜脑炎	髓膜炎
脑膜脑炎	脑炎
德氏大羚羊	大角斑羚
矛盾	对立物
排尿困难	病理状态
骒马	马
氯化钠	二元化合物
布道	讲话
非特异性尿道炎	尿道炎
大年	阶段
声音感觉	知觉
炮弹	弹药
氖	惰性气体
氖	化学元素
招待会	社交聚会
阻氧化剂	阻化剂
振动板	磁盘
横纹肌瘤	肌瘤
应收账	资产
老公	配偶
夏路来牛	菜牛
光鲁石	矿质
艾滋病毒	病毒感染
绞肉机	研磨机
连锁店	店铺
计数器	计算机
肺炎	呼吸疾病
坐卧两用的长沙发	两用沙发
丘鹬	鹬
分枝	叉形物
天平动	振荡
防腐剂	化合物
横木	游戏器材
蔬菜类	杂货
冠海豹	粗毛海豹
装束	衣着
普通年金	年金
基普气发生器	设备
桡动脉脉搏	脉搏
粗厚方平织物	衣料
铸铁	铁
异族结婚	结婚生活
花鼠	灰鼠
苞片	荚
笔尾树鼩	树鼯
翼加载	载重比
生活费用	花费
千分之一	分数
突生进化	进化
部门	行政单位
迷路炎	耳炎
轻摇	摇动
级联液化器	设备
蝴蝶豆	藤本植物
无理数	无理数
运尸袋	袋子
澳门币	澳门货币单位
肌痛	苦痛
碳钢	钢铁
股票	营运资金
枝	树枝
体操运动	运动
游戏器材	设备
传染性口角炎	病理状态
水牛	野牛
外源性抑郁	忧郁症
鹿仙草	铁角蕨
饰物	装饰品
公马	马
热力发动机	马达
首领	首领
野蔷薇	蔷薇
垃圾车	敞篷两轮车
裘皮大衣	短上衣
海滨别墅	房屋
贫穷线	个人收入
无法想象的多	无穷大量
淀粉分解	化学方法
死亡恤金	津贴
科学工作者	灵魂
东部林鼠	林鼠
高利贷	利率
谷蛾科昆虫	谷蛾
弗活他汀	抑制素
石生植物	植物群
欧洲卫矛	麻药
新生性变异	生长
辰砂	矿质
疼痛	病痛
单人战壕	防空壕
蝗鼠	田鼠
香薄荷属	海盘车单子叶植物属
呼吸性酸中毒	酸毒症
卷柏科	蕨类植物
狂喜	情绪状态
风险	危险
生产线	货物
鲟鱼	硬鳞鱼
跳鼠	臼齿动物
切肉餐叉	叉子
学校恐怖症	社交恐惧症
方位角	角
马蝇卵	幼虫
赦免	摆脱
渗漏的物质	发射物
公亩	面积单位
斑马	马科动物
奥波勒斯	重量单位
棕蚁	蚂蚁
邮车	火车
丰年虫属	节肢动物属
晒黑	色素沉着过度
顶端微凹的叶	叶子
酸化	自然过程
转身	重定方向
熊	食肉动物
简陋的小客栈	饭店
血栓症	闭塞
虹彩陶	陶器
复式住宅	套间
压载	物资
棚桥	桥梁
虱属	节肢动物属
前桅楼	站台
丝膜	菌幕
貂熊	鼬科的动物
消沉	心理状态
大夜班	班次工作时间
淋巴细胞生成	生物进程
法老蚁	蚂蚁
景天属的植物	蝎子草
蚜属	节肢动物属
石蛾	石蛾
偏磷酸	聚磷酸
利皮札马	骑乘马
蓝鲸	须鲸
谵妄	神经病
疑难病症	病理状态
广叶小黧豆	藤本植物
观察孔	开口或小孔
生叶	生长
爆竹柳	清明柳
治疗学家	治疗学家
肥皂	清洁器
胚胎	野兽
虫胶染料	染色剂
镶嵌金	颜料
象征性租金	租金
催奶剂	作用物
花叶病	植物病
磷酸盐	盐
西洋象棋盘	西洋跳棋盘
碳化钙	碳化钙
碳化钙	二元化合物
以太网	局部区域网络
α干扰素	干扰素
冰河作用	环境条件
坏死性肠炎	肠炎
活负载	负载量
水蕨科	蕨类植物
伊斯兰教历	阴历
业务中断保险	保险
液态氧	氧
毛细支气管炎	支气管炎
证书	文献
狮牙钳	镊子
麦芽啤酒	啤酒
四要素	物质
牡马	公马
禁欲主义	教条
黄毒蛾	毒蛾
贯穿叶	单叶
蕨属	蕨属
融洽	亲密关系
白狐	狐狸
鲸鱼	鲸目动物
附加部分	郊外
始祖马	马
烦恼	火气
效果	症状
夜蛾科	节肢动物科
皮下注射针	针
弹簧	弹簧
艾尔夏牛	奶牛
保付支票	支票
锇	金属元素
顾客	消费者
规模	状态
报死窃蠹	甲虫
铸币税	费
铁	金属元素
能手	灵魂
饭厅	房间
橡胶胶水	粘合材料
搬家费	支出额
仲裁条款	条款
碳环	生物进程
异倍体	状况
男爵领地	不动产
肾痛	苦痛
鸟类的一种	鸻科鸟
自行车轮	轮子
硬化	自然过程
夹持装置	装置
肺癌	癌
瓜皮椒草	豆瓣绿草
印度决明	香桂
第四时祷告仪式	祷告时间
猿人属	类人动物
圆顶	凹状
助焊剂	助焊剂
白警犬	看门狗
链道酶	酶
最简便的方法	方式
潜蚤属	节肢动物属
鼠妇	鼠妇
烈火	燃烧
代数语言	算法语言
被单	亚麻布床单
浆果类	水果
运动过强	疾病
树枝	连接或支撑部分
双耳细颈瓶	细颈瓶
相关性	连结
昏睡病	脑炎
耙	耕田机
软甲亚纲动物	甲壳纲动物
多动脉炎	动脉炎
连结	连结者
白血球减少	血液病
天气条件	大气现象
植皮	覆盖物
燃油量表	记录器
反常	生理状态
人头虱	虱子
要洗的衣物	衣服
雪茄衬带	条带
1月中旬	阶段
碱	化合物
平炉炼钢法	钢铁生产
现钞	资金
新闻	信息
心律失常	心脏紊乱
皮克病	阿尔茨海默病
长隔木属	海盘车单子叶植物属
鳃足虫	鳃足动物
镶榫接头	接合处
尖刻	悲伤
尼散月(即犹太教历1月	犹太教历的月
蚧总科	节肢动物科
基生梭孢壳菌	菌类
银钟花属植物	被子植物
苹果	苹果树
连叠氮化物	化合物
黑蛋白石	蛋白石
岁差	自然过程
原发梅毒	梅毒
焙烤浅盘	烹饪用具
攀鲈	鱼类
美国信息交换标准码	编码
缓和	降低
黄檗	树
复本	拷贝
红薯	黑丑
笠螺科	软体动物科
工艺美术	艺术创作
腻子	接合胶
腻子	装填物
耐火土	黏土
游戏	带消遣性的活动
非特异性的	生物
阿摩尼亚	二元化合物
粉蚧属	节肢动物属
五元金币	硬币
外伤后癫痫	癫痫症
小球	球状物
计时	带消遣性的活动
长臂猿	小长臂猿
碰碰车	车辆
硬壳海蟹	蟹
期望	相信
软式小飞艇	飞艇
绒毛狗	狗
家书虱	啮虫目书虱
斑马贻贝	蚌
画家	艺术家
棍棒	棍
大头鳕	鳕鱼
生物芯片	芯片
大教堂	重要的大教堂
慢性鼻炎	动物病
四年期	阶段
无原罪始胎日	弥撒日
蒂法尼玻璃	花窗玻璃
最底点	逆境
吸热反应	反应
连着	生长
南非大狒	狒狒
共用权	资产
西藏梗	狗的一种
度假时期	季节
单神经病	神经病
紫杏	杏树
细线期	阶段
长椅	坐椅
车门	门
虾虎鱼	鲈形亚目鱼
红桐草	室内植物
头孢羟胺苄	头孢霉菌素
六十分之一	分数
手轮	轮子
腓骨肌萎缩征	神经病
任意出价	购并出价
清洗盆	盆
隔丝	小纤维
阿拉伯咖啡	咖啡树
软骨肉瘤	肉瘤
用户至上主义	运动计划
威胁	危险
虎甲虫	甲虫
赛艇	船舶
追加旅费	额外费
低级炸药	爆炸物
流干	搬空
西疆岩蕨	岩蕨
邻居	灵魂
法律顾问	律师
间隔	字形
羽裂铁角蕨	铁角蕨
代替车	车
阳历	历法
围地	围墙
虹膜睫状体炎	炎症
无畏级战舰	战舰
花蜜	分泌物
运动场馆	库房
四氟乙烯	碳氟化合物
船蛸	八足类动物
植物物料	物资
非注册股票	期货
胭蚧科	节肢动物科
定边装置	骨架
青竹标	丝绒花
染发剂	染毛剂
硬化	症状
开放性信贷	消费者信贷
商业信用证	商业信用书
税收	政府收入
野老鹳草	龙牛儿苗
估价	款项
硬皮病	自身免疫病
陵寝	隧道
敌对行动	道路
雨篷	华盖
高压倍加器	粒子加速器
螽斯科	节肢动物科
好名声	荣誉
贵妇	妇女
自动火器	半自动步枪
银行信用卡	信用卡
鞘翅	翼
兆欧姆	阻力单位
违禁品	货物
苏打水	碱质
自相矛盾的话	矛盾
家蟋蟀	蟋蟀
股票	证券
豹皮	皮
狩猎袋	袋子
医用维生设备	设备
瓶尔小草科	蕨类植物
农药中毒	药品中毒
七扦枝大烛台	枝状大烛台
钥孔蜮科	软体动物科
清除剂	化学试剂
动力传动损耗	减少
麦角新碱	生物碱
春季	季节
肌氨酸	胺酸
泪状物	珠
肢端过小症	反常
荣誉	身份
翻车鲀	鲈形亚目鱼
松散的事物	分裂
蜘蛛蟹科	节肢动物科
被监护人	灵魂
氯酸钾	盐
散布	扩展
二次幂	数
炸弹巨无霸	杀伤炸弹
蹄盖蕨属	蕨属
螯虾属	节肢动物属
林肯霉素	抗菌素
冬青树	被子植物
心理发展	生长
阴历月	月
难以完成的任务	项目
地位相等的人	灵魂
发明物	创作物
弓形	弯曲部分
演讲厅	课堂
腺瘤性息肉	水螅
核蛋白质	蛋白质
意外	改变
非洲楝	桃花心木
绢毛柳	清明柳
雪耳	黑木耳
夜班	班次工作时间
集合基金	储备金
步行虫	甲虫
金杯藤属	海盘车单子叶植物属
马赫数	比例
表格	排列
雾笛	雾号
叶枯病	枯萎病
紧身褡	妇女紧身胸衣
苦恼	痛苦
菱锶矿	矿质
温暖	好天气
无可奈何的同意	领受
零	相对数量
淀粉状蛋白	蛋白质
饮乳病	症
小房间	房间
声誉	荣誉
瓢虫	甲虫
草莓	草莓
验明	状态
弹珠	球
蓟马科	节肢动物科
催化作用	化学方法
混合芽	蕾
不适用	无关系
进气歧管	多支管
阵亡将士纪念日	节日
鞍纹海豹	粗毛海豹
角海鹦	角嘴海雀
欧泽芹	沼泽植物
在枢轴上转动	转动
装饰品	附件
恒河豚	海豚
磨损	损害
小母马	驹子
加速度单位	单位
重铬酸钠	盐
银行授信额度	可透支额
请求	觉醒
秋蝉	蝉科昆虫
拼生	生物进程
硝酸	酸类
光缆	电报
牧羊犬	役用犬
鮨鱼	鲈科之鱼
屠刀	刀子
浣熊	食肉动物
永生	生活
印镝	秘鲁货币单位
双牌	一对
残渣	部分-整体关系
款项	资产
蚁蕨属	蕨属
波氏瓶蕨	阔边假脉蕨
α测试	试验
绵羊	绵羊
眼蕈蚊科	节肢动物科
巢鼠	鼠
麦长蝽	长蝽
某事物发生的日期	时间点
画面	相片
居礼	放射性单位
脱臼	脱臼
资金支持	财力
蚋	蚊子
野生生物	生物
尖端	凸面
蚊蚋	双翅目昆虫
援助	带消遣性的活动
墨汁鬼伞	伞菌
拉法	弹量单位
传真机	复印机
食蟹猕猴	短尾猿
初速度	速率
线蛱蝶属	节肢动物属
肺病	病理
舌苔	症状
时针	针
银背大猩	大猩猩
浸透	自然过程
蚊科	节肢动物科
假饵	假蝇饵
年历	年刊
水桶	容器
折射角	角
锚泊费	费
印度历的十月	印度教历的月
茄丝核菌	菌类
费用	转让了的财物
高压锅	容器
铀	金属元素
醇溶谷蛋白	简单蛋白质
火葬	焚化
硬木大酒碗	碗
服装	衣着
也门菲尔斯	也门货币单位
十八世纪八十年代	十年间
赌注的比率	比例
俄罗斯矮杏	巴旦杏树
阻塞	病理
睡眠呼吸暂停	无呼吸
睡眠呼吸暂停	睡眠失调
模型	论
毫巴	压力单位
弗罗林银币	荷兰货币单位
痛苦	逆境
铁心	长杆
颤抖	运动
驿马	马
存货价值	登记表
甲真菌病	癣
单色画	绘画
铺盖	床上用品
拟步行虫科	节肢动物科
水蓝宝石	堇青石
呼出气	呼吸的空气
点火线圈	感应线圈
冬至	至点
睡觉时间	阶段
铬绿色	铬绿
汤加货币单位	货币单位
隔层	层
动脉瘤	动脉瘤
己烷雌酚	雌激素
齐斋节	季节
注油枪	泵
公众关注度	突出
瓢虫属	节肢动物属
宇宙常量	恒量
钙化作用	化学方法
豆蟹	蟹
拉刮刀	刀子
炉子间	房间
栅极	集电极
驱动机构	机械装置
翎夜蛾	夜蛾
高手	能手
电报	导体
愈吐宁	止呕吐的药
十进制单位	单位
蛀船蛤科	软体动物科
门房	警卫室
螽斯属	节肢动物属
野芹	有毒植物
造型	立方体
醋酸甲地孕酮	黄体酮
波形钉	紧固件
野羊	牛科动物
弹药	物资
新婚第一夜	晚上
汽车引擎	马达
议程	布告
亮度单位	光度单位
选票	文献
合囊蕨科	蕨类植物
粗管短号	黄铜管乐
镜头	相片
寇林希属草	海盘车单子叶植物属
障碍	障碍
红切叶蜂	蜜蜂
鲉鱼	棘鳍目鱼
手闸	闸
年头	阶段
谷蛾	衣蛾
显影不足	显影
里格	长度度量
气泡	问题
五年时间	阶段
格林纳达元	块
腐质土化	生物进程
虐待儿童	辱骂
治疗学家	能手
止泻宁	止泻药
用语	词
良性肿瘤	肿瘤
尿酸尿	症状
尿酸尿	血液病
野猫	家猫
定时操作	运转
曲棍球赛季	季节
不幸	运气
胚胎性癌	癌
电解电池	电池
货物	货物
百草枯中毒	药品中毒
散穗花序	总状花序
四百周年纪念	周年纪念日
赎回	偿还
进口信贷	可透支额
太阳常数	率
昏迷	生理状态
干衣机	干燥机
灰皿	容器
法定假日	节日
饲育场	更常指大而气派的建筑
火炮抽筒子	机械装置
磷酸氢铵盐	盐
埃及圣鹭	鹮
金矿	采掘
排草属	海盘车单子叶植物属
三角肌叶	单叶
年龄歧视	歧视
合作关系	委托关系
照明单位	光度单位
王	棋子
英膜膨胀试验	生物进程
床的框架	家具
倭蜂猴	狐猴
艺术品	创作物
灯心草篓	篮子
银蛤科	牡蛎
面包房	职场
面包房	店铺
循环地	间隙
库利氏贫血	库利氏贫血
匍匐芒柄花	矮灌木
赫兹	率
汽油醇	燃料
高程计	仪表
黄冠夜鹭	夜鹭
荔枝树	果树
泄气	降低
半球	子图形
不完全骨折	骨折
任务	责任
货物税	间接税收
无烟火药	爆炸物
断电触点	接触
纵列	排队
蚕豆	豆类
圆形石造碉堡	要塞
头巾绳	绳子
茴香曲奇	饼干
花马	马
棒球手套	棒球器材
内源因素	因素
低凹处	凹状
内毒素	毒素
双翅目昆虫	虫子
救生用具	鱼漂
领导	身份
大铁夹子	扣钩
温床	状态
矮麝香鹿	鼷鹿
流水帐	账册
耐热玻璃	玻璃
言语讷吃	语言失序
杀人罪	罪行
代表	解释者
脱毛	状态
逼勒	敲诈
豆樱	青肤樱
吸收作用	吸附作用
支撑物	夹持装置
夜香花	灌木
语气	语法关系
姿态	虚饰
丑闻	身体不适
金属卡	游戏器材
重齿亚目动物	兔形目动物
球潮虫科	节肢动物科
犀牛	奇蹄动物
脊髓小脑紊乱	生理缺陷
长鳍叉尾鮰	斑点叉尾鮰
十字绣	刺绣装饰
齿牙鲆	牙鲆
股权	所有权
旋壳乌贼	十足动物
小岩羚	羚羊
套床垫	被单
棒球击球头盔	钢盔
棒球击球头盔	棒球器材
黄瓶子草	瓶子草类
通气设备	设备
树苜蓿	灌木
家庭生活	带消遣性的活动
收割打捆机	采伐机械
小链鱼	鲈形亚目鱼
衣箱	行李
脑瘤	肿瘤
场磁铁	磁体
筋骨草属	海盘车单子叶植物属
衣蛾属	节肢动物属
附加物	零件
美洲飞鼠	美洲飞鼠属
依赖性抑郁	忧郁症
百周年纪念	周年纪念日
缺乏	阶段
欧洲李	李树
短尾巴	尾巴
泥蜂	黄蜂
过滤	自然过程
直线	线
群星	集合
淋巴结核	肺结核
缠带靴	鞋子
女骑装	衣着
计算机	机器
子宫炎	炎症
两栖示范	两栖作战
暹罗猫	暹罗猫
婴儿鞋	鞋子
缘蝽	半翅目的昆虫
分区	电脑记忆单位
吹制水煤气	瓦斯
遗产	富裕
金针菇	伞菌
金红花属	海盘车单子叶植物属
飞去来器	飞弹
运动比赛	运动
运动比赛	游戏
大量储备	供给
地中海果蝇属	节肢动物属
腺疫	大瘟热
非常危险的场所	结构
闪点	临界状态
政治家	首领
尺蠖娥	尺蠖蛾
蝎蝽科	节肢动物科
填塞	妨碍
肥厚型心肌病	心肌病
海贝	瓣鳃纲软体动物
盖果	水果
统治	统治
纸巢蜂	纸巢蜂
细胞分裂	细胞分裂
收盘价格	价钱
巩膜炎	炎症
舌鳎	比目鱼
缩小	改变形状
微量	无穷小量
穆罕默德言行录	道路
牛尾	尾巴
月光花	黑丑
醋酸	羧酸
后桅	船桅
美国人	居民
漂白土	泥土
极性化	状态
三丁酸甘油酯	酪脂
里	长度度量
过敏	反常
过敏	敏感状态
慢性支气管炎	支气管炎
条蕨科	蕨类植物
吹气	处理
女用裙裤	裙子
突降法	结论
警报器	警报系统
八便士钉	钉子
凹角	内角
扁豆	青豆
排练	锻炼
诱导剂	药物
高山银莲花	秋牡丹
丙烯酸树脂	羧酸
农庄	农场
柳条篮	篮子
姬蜂科	节肢动物科
百万吨级	涉爆单位
瞭望台	结构
订婚戒指	戒指
铜币	一分
容量	容积
一便士的价钱	价值
磨光机	工具
大气情况	天气条件
肉芽肿	肿瘤
集结	累积
螺旋状物	结构
呼吸器	装置
轮轴	静轴
小农地	不动产
小农场	不动产
起阀装置	装置
旱金莲	旱金莲属植物
旁弯骨折	不完全骨折
水韭属	蕨属
权利	股份
黄腹旱獭	旱獭
泡沫材料	物资
葡糖尿	糖尿病之一种
云英岩	聚合体
二十面体	多面体
连接关系	联合
水霉	菌类
萤石	矿质
十月	公历月
拟石蟹	蜘蛛蟹
象牙白陡头	伞菌
萨拉托加沫蝉	沫蝉
翠菊	花
尖眼蕈蚊	双翅目昆虫
篮状编织	衣料
腮腺炎	炎症
纯动产	财产
美丽马利筋	马利筋属植物
电动搅拌机	混频器
汽缸	集装箱
碎片	碴儿
粗管上低音号	大号
甲壳质	多聚糖
鼓胀	膨胀延伸
银行假日	法定假日
满江红科	蕨类植物
短柄斧	斧子
桅楼升降口	开口或小孔
脂肪肉瘤	肉瘤
广泛性焦虑症	焦虑症
背包	包裹
心理学	科学
未婚	婚姻状况
追踪	根据
茎疫病	枯萎病
大眼鲷	鲈形亚目鱼
止血带	绷带
山地大猩猩	大猩猩
均化作用	混合
加州羽叶槭	羽叶槭
马棚	农舍
大提琴	弓弦乐器
草坪躺椅	椅子
